identifier,lat,lon
B8287,49.2889941,16.4586883
B8288,49.7431784,13.5860774
B8289,49.7408158,13.6044717
B8290,49.8610448,13.7764420
B8291,49.7750668,13.6910373
B8292,49.2158990,16.6042417
B8293,49.2026837,16.6361852
B8294,49.4134664,14.6769762
B8295,50.3033085,18.8548951
B8296,49.2624379,16.5783651
B8297,49.3967237,14.6840310
B8298,49.3966703,14.6840415
B8299,51.0250621,13.7977392
B8300,49.1682942,16.5653159
B8301,49.1683496,16.5653890
B8302,50.7865805,19.0867692
B8303,50.8029416,19.0875939
B8304,50.7300912,18.1895156
B8305,50.7355793,18.1912901
B8306,50.7371876,18.2129100
B8307,49.7492001,18.6398229
B8308,49.9128534,19.0054837
B8309,51.0429583,13.6822058
B8310,48.6276656,18.3776120
B8311,48.6264502,18.3689115
B8312,50.3795820,13.2727012
B8313,50.4645663,13.4280684
B8314,49.7467720,13.3208540
B8315,49.7538885,13.4245989
B8316,49.7539262,13.4244803
B8317,49.7287313,13.3660366
B8318,50.6685215,14.0264741
B8319,50.2262012,14.0693730
B8320,50.1351269,14.4996956
B8321,50.1385702,14.5074010
B8322,50.0367730,14.5081765
B8323,50.0367705,14.5082556
B8324,50.0329551,14.5642206
B8325,50.0367778,14.5080975
B8326,50.0142115,14.4158313
B8327,48.9554376,14.4690503
B8328,50.7276124,15.1823188
B8329,50.4292179,15.3489030
B8330,49.1801421,16.5679977
B8331,49.1801353,16.5681381
B8332,49.1815133,16.6029767
B8333,49.9827275,17.4605249
B8334,49.9826786,17.4604990
B8335,49.2228957,17.6574418
B8336,49.2329018,17.6598719
B8337,49.7773125,18.4452642
B8338,49.7387201,18.6203222
B8339,50.7989790,19.0635001
B8340,49.8784303,16.8828931
B8341,49.8767427,16.8855314
B8342,49.8724094,16.8871774
B8343,49.2027572,16.6068876
B8344,50.7763839,19.0972007
B8345,50.7771482,19.0975168
B8346,50.7766763,19.0960739
B8347,50.4536043,16.2490335
B8348,51.0640850,16.9780070
B8349,50.7893502,19.0227439
B8350,49.9123634,19.0060075
B8351,49.3891409,12.1257406
B8352,50.7867275,19.0865958
B8353,51.0535528,16.9743933
B8354,50.7855870,19.0997844
B8355,50.7703426,19.0828464
B8356,50.7996538,19.0666593
B8357,49.9470767,18.9715602
B8358,49.9324848,13.3870731
B8359,49.8568276,13.6020997
B8360,49.9819950,13.4887502
B8361,49.8957605,13.3815897
B8362,49.9798861,13.4901626
B8363,49.8155643,13.3951261
B8364,49.4035897,14.6852809
B8365,49.4036218,14.6852686
B8366,50.5110630,17.2758531
B8367,51.0612198,13.8566600
B8368,49.2174984,16.6080470
B8369,49.2175602,16.6082421
B8370,49.2175110,16.6080866
B8371,50.2023815,18.3088061
B8372,50.1995207,18.3160460
B8373,49.9399865,18.9690694
B8374,51.0822908,17.0416317
B8375,51.0427035,13.7868521
B8376,49.7602016,16.6500621
B8377,50.8481339,12.0727568
B8378,49.8934478,18.2017839
B8379,50.7058598,12.4960690
B8380,49.8945300,18.2183598
B8381,50.1312066,14.4804692
B8382,50.1276309,14.4818161
B8383,49.2359600,16.6437878
B8384,50.7741809,18.9693961
B8385,50.5056755,16.7333879
B8386,50.1503343,14.0888370
B8387,51.0989822,17.0240644
B8388,50.0150189,14.4434635
B8389,50.0167700,14.4434647
B8390,49.8298407,18.2799408
B8391,49.8341733,18.2838623
B8392,50.3012531,18.8497114
B8393,50.3638620,19.0005154
B8394,51.0403462,13.7301730
B8395,51.0411287,13.7309307
B8396,48.7524142,17.8202782
B8397,48.7296155,18.2499117
B8398,49.7473666,13.3616323
B8399,48.8507484,18.0181722
B8400,49.6908115,18.3417968
B8401,49.6346414,16.2236380
B8402,49.5288000,12.9412879
B8403,49.7589870,13.0066164
B8404,49.7762232,13.2514587
B8405,49.3427382,13.2173792
B8406,49.4454008,12.9275768
B8407,49.4393319,12.9180575
B8408,50.6804674,17.9302159
B8409,49.9650975,12.6960746
B8410,49.9530080,12.6978922
B8411,49.7198293,13.2426024
B8412,50.5984655,13.6125607
B8413,50.3252561,13.5560362
B8414,50.4259913,14.2427154
B8415,49.7384680,13.6016597
B8416,49.7755528,13.3815827
B8417,50.6777645,14.0295534
B8418,50.6872445,14.0009372
B8419,50.6825227,14.0317313
B8420,50.1682847,14.2007517
B8421,50.2525874,14.3187019
B8422,50.2525589,14.3187592
B8423,50.0650452,14.3155213
B8424,49.9605476,14.0718907
B8425,50.0906649,14.2992653
B8426,49.6920488,14.0209101
B8427,49.3090904,14.1323729
B8428,49.3091210,14.1323434
B8429,49.3090901,14.1324148
B8430,49.6675000,13.9952400
B8431,50.0139191,14.4174740
B8432,50.0883824,14.3437443
B8433,49.9813993,14.3571272
B8434,49.9814091,14.3571950
B8435,50.0571173,14.4475641
B8436,50.0886704,14.3496226
B8437,50.0606172,14.4399827
B8438,50.0606167,14.4400401
B8439,50.0486365,14.4805687
B8440,50.2652955,19.0216732
B8441,50.0051615,14.4049161
B8442,50.0221959,14.4858007
B8443,50.0381655,14.3383054
B8444,50.1419474,14.5155787
B8445,50.1419371,14.5156713
B8446,50.1419177,14.5157907
B8447,49.0114698,14.5920366
B8448,50.0418826,14.5526733
B8449,50.0506210,14.5261108
B8450,50.1386344,14.5103199
B8451,50.1354615,14.5193703
B8452,50.0223978,14.5179927
B8453,50.0224478,14.5179820
B8454,50.0224943,14.5179673
B8455,49.7762694,13.3604632
B8456,49.7707520,13.3979075
B8457,51.0823616,16.9024125
B8458,49.7475478,13.4034919
B8459,49.7601161,13.4159394
B8460,49.4053203,13.2953977
B8461,49.7209212,13.4025545
B8462,49.7320214,13.4012843
B8463,49.7490144,13.3693289
B8464,49.7465180,13.4119406
B8465,49.7284386,13.3630794
B8466,49.7124079,13.4111851
B8467,49.7441452,13.3280854
B8468,49.3931403,13.2853018
B8469,49.4015349,13.2797793
B8470,49.3961290,13.3095388
B8471,49.2374333,13.5244893
B8472,49.3254390,13.7090706
B8473,49.2336713,13.5202968
B8474,50.0412585,18.7743970
B8475,50.0348272,18.7722095
B8476,50.0378885,18.7889357
B8477,50.0308196,18.7866083
B8478,50.1406827,14.5075541
B8479,50.7895508,15.0672715
B8480,50.1991155,14.8289046
B8481,50.2288841,14.8649524
B8482,50.4250026,14.9105467
B8483,49.1980317,16.6558663
B8484,50.6057204,15.3355166
B8485,50.7257221,15.1686587
B8486,50.7662700,15.0802600
B8487,49.2100611,16.6180352
B8488,49.9744792,16.4081969
B8489,49.4156691,15.6087575
B8490,49.2199850,17.6394986
B8491,49.7881153,18.2279845
B8492,49.9326770,17.9172134
B8493,49.2199419,17.6395231
B8494,49.8443331,18.1697513
B8495,49.7828536,18.2702813
B8496,49.7837400,18.2495700
B8497,49.8696342,18.4195992
B8498,49.6017318,18.1484993
B8499,49.7732723,18.2563266
B8500,49.7731840,18.2562646
B8501,48.5871713,17.8146978
B8502,50.3956398,19.0164988
B8503,50.3955705,19.0164518
B8504,50.8985062,12.3548502
B8505,50.2993805,18.9698139
B8506,50.3011748,18.9720792
B8507,50.3011601,18.9720106
B8508,50.3011919,18.9720220
B8509,50.3097376,18.9734544
B8510,49.2039560,16.6368346
B8511,49.6712524,18.3471166
B8512,49.6713570,18.3469132
B8513,50.1172348,14.4963274
B8514,51.0773237,16.9866742
B8515,50.2437440,18.9910798
B8516,50.2437454,18.9912005
B8517,51.0817790,17.0839484
B8518,51.0817705,17.0838915
B8519,50.8458246,12.0610712
B8520,50.8787886,16.5809868
B8521,50.8801334,16.5852877
B8522,50.4609695,16.1897729
B8523,49.2596523,17.1690196
B8524,50.3067378,19.0256717
B8525,48.8505560,18.0240013
B8526,50.6756126,17.9691343
B8527,50.6756058,17.9690592
B8528,50.6755977,17.9689739
B8529,49.1507802,16.8810390
B8530,50.0226773,14.4411964
B8531,51.0308074,17.3368062
B8532,50.6867887,17.9781219
B8533,50.4347146,16.2351693
B8534,49.0608814,13.7756890
B8535,49.7723225,13.3710580
B8536,49.7516103,13.4200691
B8537,48.9996261,14.4510998
B8538,50.1098054,13.7364096
B8539,49.9580870,14.0517658
B8540,50.1508572,14.5332987
B8541,50.1765082,12.6769429
B8542,50.2382386,12.8516565
B8543,50.2443790,12.8753798
B8544,50.2444103,12.8754073
B8545,50.2326976,12.8766928
B8546,49.4396296,12.9180545
B8547,49.7161883,13.2203154
B8548,49.3961183,13.2854664
B8549,49.7453320,13.3272683
B8550,49.7453448,13.3274134
B8551,50.4959625,13.4454229
B8552,50.5033795,13.6389442
B8553,50.5012070,13.4432492
B8554,49.7727100,13.3705700
B8555,49.7787168,13.3702445
B8556,49.7269299,13.3781789
B8557,49.8506524,13.3813221
B8558,49.2608866,16.5793010
B8559,49.6956982,13.3965154
B8560,50.6348295,13.8034466
B8561,50.6348360,13.8035360
B8562,50.6697393,13.8041212
B8563,50.6590809,13.8444941
B8564,50.6492300,13.8355500
B8565,49.6778917,13.9920228
B8566,49.6016856,13.8738692
B8567,50.0712654,14.3035961
B8568,50.0712525,14.3035601
B8569,50.2384369,14.3026400
B8570,49.3156394,14.1403011
B8571,50.0501230,14.2948753
B8572,50.0501423,14.2948851
B8573,50.0609076,14.2970574
B8574,49.9911222,14.4110917
B8575,50.1146722,14.4720112
B8576,50.1355254,14.5107060
B8577,50.0882619,14.3705125
B8578,50.0882538,14.3705148
B8579,50.0680061,14.4040726
B8580,49.8969177,14.4918452
B8581,49.8969761,14.4915984
B8582,50.0360800,14.4123500
B8583,50.0007554,14.4664996
B8584,49.9932000,14.4669459
B8585,48.9660586,14.4813839
B8586,48.9660938,14.4813554
B8587,48.9661231,14.4813523
B8588,50.1324185,14.5502879
B8589,50.1324185,14.5502078
B8590,50.1156873,14.6128880
B8591,50.1062428,14.5480777
B8592,50.1062514,14.5481574
B8593,50.0677659,14.5127134
B8594,50.0532040,14.5019031
B8595,50.0544533,14.5038799
B8596,50.0534203,14.5799612
B8597,50.0534105,14.5800321
B8598,50.1051903,14.5734920
B8599,50.0442727,14.5653032
B8600,50.0300700,14.5344400
B8601,48.9996491,14.4511673
B8602,50.0919526,14.4875756
B8603,50.0142800,14.5458000
B8604,50.7348136,15.1662241
B8605,50.7323595,15.1674018
B8606,50.7219329,15.1566857
B8607,50.6283360,15.6095115
B8608,50.3726656,15.6290038
B8609,49.3928380,15.5962717
B8610,50.6210919,15.6229415
B8611,49.3953700,15.5731200
B8612,50.0305860,15.7906587
B8613,50.0426600,15.7594504
B8614,49.7153183,16.2601459
B8615,49.7177164,16.2665321
B8616,49.2795578,16.9815713
B8617,49.0996600,16.3821900
B8618,49.0394744,16.5862046
B8619,49.1000300,16.3759100
B8620,49.2170400,16.5089300
B8621,49.2045312,16.4857955
B8622,49.9707688,16.9712615
B8623,49.1940917,16.5393800
B8624,49.7543191,16.4674236
B8625,49.7543555,16.4674141
B8626,49.2761832,16.9918890
B8627,48.9641710,16.8963181
B8628,49.7010004,17.0759885
B8629,48.7575098,16.8845231
B8630,49.9323036,17.2676715
B8631,51.0875286,17.0191137
B8632,51.0898281,17.0200094
B8633,51.0916627,17.0163320
B8634,51.0916698,17.0163866
B8635,49.6064674,17.2423162
B8636,49.5881643,17.2701996
B8637,49.4773014,17.9829548
B8638,49.4676613,17.0971333
B8639,50.8860695,14.8287441
B8640,49.8110378,18.2328740
B8641,49.4745704,17.9701185
B8642,49.8360800,18.2592900
B8643,49.8478069,18.1793235
B8644,49.4772983,17.9830396
B8645,49.7928422,18.2335898
B8646,49.8273148,18.2521188
B8647,49.7919979,18.2619639
B8648,49.8017600,18.2431500
B8649,49.7793422,18.4556332
B8650,49.7788300,18.4507600
B8651,49.7771659,18.2201887
B8652,49.7771659,18.2201563
B8653,49.7771663,18.2202241
B8654,50.5745188,17.8716932
B8655,49.8007513,12.6388410
B8656,50.1780007,12.6646424
B8657,49.7591870,13.0068894
B8658,49.7248855,13.2368548
B8659,49.4014208,13.2920569
B8660,50.3207334,13.5526966
B8661,50.3207334,13.5527404
B8662,49.6705507,13.5019141
B8663,49.7516800,13.4200100
B8664,49.7455300,13.4333500
B8665,50.6814849,14.0263936
B8666,50.6793483,14.0290975
B8667,49.3065319,14.1574886
B8668,49.3170853,14.1500438
B8669,50.1125965,14.3800078
B8670,50.7406657,14.3105052
B8671,49.2970531,14.1596714
B8672,50.7817324,14.4674033
B8673,50.0045245,14.4640610
B8674,50.0737854,14.5040962
B8675,50.0738300,14.5040900
B8676,50.0711328,14.4012727
B8677,50.0226507,14.4513042
B8678,50.0404700,14.4330700
B8679,50.0207318,14.4632319
B8680,50.0135800,14.4866400
B8681,50.1291214,14.5108279
B8682,50.0572349,14.5130602
B8683,50.4100501,14.9256559
B8684,48.9800829,14.4551248
B8685,50.7540239,15.3127065
B8686,50.7540639,15.3127066
B8687,50.7756368,15.0290700
B8688,50.7510880,15.0622509
B8689,49.9477386,15.7930442
B8690,50.0270526,15.7913391
B8691,50.7370454,15.0564436
B8692,50.7490330,15.0723242
B8693,50.6300134,15.6071551
B8694,49.9153759,16.6111712
B8695,49.9153803,16.6111236
B8696,49.9153679,16.6112310
B8697,49.1998739,15.8897730
B8698,49.1998763,15.8898171
B8699,49.7642691,15.9106310
B8700,50.4734688,16.0967970
B8701,50.4764743,16.0903739
B8702,50.1484105,16.0688349
B8703,49.8984361,16.4515998
B8704,49.0373800,16.6176200
B8705,48.7546123,16.8886639
B8706,49.2260226,16.5953080
B8707,49.1807152,16.6728160
B8708,49.3601827,16.6425764
B8709,49.3582848,16.6501125
B8710,49.2124071,16.6812124
B8711,50.1881471,15.8299886
B8712,48.9729776,17.2902610
B8713,49.7842935,18.2494975
B8714,49.2158468,18.7657133
B8715,50.1447717,18.4383133
B8716,50.6856649,17.9782310
B8717,50.4934955,16.4579846
B8718,50.8448643,16.4658446
B8719,50.8448429,16.4695356
B8720,50.8473332,16.4699994
B8721,50.8483090,16.4665803
B8722,50.8487410,16.4707753
B8723,50.8487103,16.4742981
B8724,50.8506203,16.4751501
B8725,50.8517605,16.4747254
B8726,50.8419949,16.4805106
B8727,50.8311378,16.4959731
B8728,50.8351994,16.5011317
B8729,50.8397826,16.4977258
B8730,50.8425376,16.5042425
B8731,50.8421837,16.5124412
B8732,50.8476091,16.4900375
B8733,50.8551234,16.5124835
B8734,50.6593677,17.9847246
B8735,50.6620964,17.9855298
B8736,50.6619777,17.9861507
B8737,50.6619701,17.9862104
B8738,50.0320589,14.5283242
B8739,50.4572839,13.3950826
B8740,50.0339570,14.5272814
B8741,50.1673510,14.6295448
B8742,49.6787821,18.3530921
B8743,49.6787727,18.3531006
B8744,49.6787779,18.3531249
B8745,51.0184207,13.6382707
B8746,49.6694376,18.6754016
B8747,50.1331047,14.9742601
B8748,49.7115400,15.6630211
B8749,50.0884166,14.3514694
B8750,49.6684755,16.2530716
B8751,50.3923202,18.9665681
B8752,50.3922936,18.9663782
B8753,50.3919405,18.9601061
B8754,50.4119207,18.9482616
B8755,49.0553266,13.7838293
B8756,50.7568873,16.4052656
B8757,50.8406294,16.4501110
B8758,50.7742464,16.5000631
B8759,50.8549132,16.5369405
B8760,50.9139907,16.4308860
B8761,50.8190842,16.5635931
B8762,50.9125845,16.4298440
B8763,50.8232158,16.4429635
B8764,50.9042382,16.5040881
B8765,50.9407458,16.4957166
B8766,50.7814057,16.5884386
B8767,50.9148180,16.4366771
B8768,50.7979761,16.5618001
B8769,50.8098302,16.6171186
B8770,50.7922653,16.4661238
B8771,50.9336286,16.4957933
B8772,50.8894547,16.4263470
B8773,50.9368047,16.4939044
B8774,50.8564538,16.4643940
B8775,50.1229961,14.4582057
B8776,48.8195919,12.3754001
B8777,50.3639091,18.9984581
B8778,50.3824065,18.9383368
B8779,50.3824076,18.9382780
B8780,49.5153421,17.0586874
B8781,48.7792234,18.6269344
B8782,48.7834249,18.6265921
B8783,48.7763230,18.6071211
B8784,48.7711628,18.6203521
B8785,50.0532922,14.2867650
B8786,50.4368576,16.6429601
B8787,50.4368251,16.6434302
B8788,50.4381899,16.6445031
B8789,50.4345520,16.6406976
B8790,49.8749061,12.3413534
B8791,50.3136202,18.6704010
B8792,50.0514755,14.2968474
B8793,50.0515307,14.2968243
B8794,48.7703339,16.8906282
B8795,50.2370817,19.0040460
B8796,50.7846938,16.0331919
B8797,50.7846977,16.0332492
B8798,50.7825695,16.0295051
B8799,51.0542115,13.7854230
B8800,50.0428699,15.8077839
B8801,49.7707475,13.3979302
B8802,50.2238570,14.4166101
B8803,50.2238302,14.4166468
B8804,50.2237993,14.4166719
B8805,49.9422573,18.5565550
B8806,49.9465935,18.5988057
B8807,49.9499964,18.6163765
B8808,50.0338873,15.7600159
B8809,50.0546105,14.5151485
B8810,50.1544219,18.7754414
B8811,50.1262646,14.4840965
B8812,50.2831985,18.8774914
B8813,49.9491163,18.5910031
B8814,49.9542827,18.5740874
B8815,50.0310764,14.5331235
B8816,50.0288876,14.5294629
B8817,50.1449836,18.7746099
B8818,50.6836350,13.8737516
B8819,50.6554392,12.2067975
B8820,50.1755827,12.6759440
B8821,50.0806912,12.3756655
B8822,50.0716602,12.3681373
B8823,50.0782548,12.3750766
B8824,50.3058397,12.9491913
B8825,49.2221754,16.6427205
B8826,50.0536344,14.5125710
B8827,49.2222807,16.6427640
B8828,50.2711436,18.8682012
B8829,50.8671399,17.4487553
B8830,50.3835375,18.8827779
B8831,50.3835142,18.8827630
B8832,49.9421160,18.6048493
B8833,50.1689714,14.4272970
B8834,48.6211390,18.3945162
B8835,48.6211130,18.3945204
B8836,50.0388346,15.7653597
B8837,50.9719243,15.3834551
B8838,48.6261305,18.3601981
B8839,50.0982979,14.3595877
B8840,50.9452071,17.3003825
B8841,50.9480405,17.3118660
B8842,50.9426956,17.3221638
B8843,50.1251265,14.4945113
B8844,50.0299451,15.8039560
B8845,50.4054597,18.9016451
B8846,50.3099209,18.9751519
B8847,51.0916892,17.0245543
B8848,51.0020315,12.4369788
B8849,49.1594567,15.2014172
B8850,49.9801392,14.3531145
B8851,49.9848038,14.3651582
B8852,49.9853900,14.3653315
B8853,48.8440841,17.9940508
B8854,49.9509922,18.5974308
B8855,51.0515479,17.0293361
B8856,51.0424843,17.0419145
B8857,51.0355331,17.1498789
B8858,50.0724452,15.9824091
B8859,50.0724813,15.9824067
B8860,51.0275010,13.7778571
B8861,50.3155519,18.8530647
B8862,50.1194389,14.4989996
B8863,50.1304304,14.5491076
B8864,50.0388388,15.7661516
B8865,50.0388226,15.7661521
B8866,50.0388583,15.7661521
B8867,50.6441529,17.6426746
B8868,50.1998272,15.8486279
B8869,50.0268900,15.7791992
B8870,50.0414286,15.8065851
B8871,50.0406135,15.7856789
B8872,48.8155754,12.5745221
B8873,50.9969807,12.4235127
B8874,50.1229136,14.4562297
B8875,50.2121160,12.7436843
B8876,49.7968458,12.6306812
B8877,49.8934616,12.7305743
B8878,50.2397936,12.7467982
B8879,50.2456349,12.8290011
B8880,48.6566438,17.0922243
B8881,50.1766572,12.6713106
B8882,50.1766835,12.6713288
B8883,50.2446851,12.8336499
B8884,50.2413775,12.8383162
B8885,50.2329221,12.8853154
B8886,50.0884493,17.6939160
B8887,51.0978775,17.0298840
B8888,51.0978249,17.0289856
B8889,51.0974928,17.0287368
B8890,49.9332488,14.3080969
B8891,50.0499910,15.7633488
B8892,49.3991817,13.2785501
B8893,49.3936101,13.2813107
B8894,50.2123225,15.8533111
B8895,50.2117063,15.8531368
B8896,50.2122418,15.8532333
B8897,48.7779010,18.6070978
B8898,51.0855167,16.9087483
B8899,49.7821128,13.3745679
B8900,49.7458031,13.4426359
B8901,49.7747600,13.3593100
B8902,49.7339670,13.3896256
B8903,49.7638970,13.4358726
B8904,49.7452391,13.4117940
B8905,49.7376252,13.3750396
B8906,50.3181938,13.5383101
B8907,49.7336124,13.5897801
B8908,49.7336061,13.5897030
B8909,49.5810778,13.5370821
B8910,49.5810722,13.5370010
B8911,49.7190742,13.4018533
B8912,49.7002600,13.4297400
B8913,50.4876123,13.6502592
B8914,50.4876276,13.6501967
B8915,50.4929747,13.6350748
B8916,50.5018188,13.4503999
B8917,50.5979574,13.6088756
B8918,50.6051766,13.6165420
B8919,50.5862653,13.5603843
B8920,50.4662021,13.4319271
B8921,50.4710332,13.4067291
B8922,50.1923609,15.8415003
B8923,49.2125935,16.5682889
B8924,50.6626247,13.8452406
B8925,50.6435820,13.8571221
B8926,50.6616290,13.8538758
B8927,50.6616545,13.8538962
B8928,50.1028565,13.7267325
B8929,50.1062475,13.7171684
B8930,49.2637039,13.9077915
B8931,49.2677630,13.8972259
B8932,49.2589648,13.9035576
B8933,49.2493200,13.9162500
B8934,49.1646500,13.8828700
B8935,49.2578349,13.9120733
B8936,50.7413192,14.2955981
B8937,50.6845108,14.0235661
B8938,50.6860851,13.9971465
B8939,50.6835100,14.0248500
B8940,50.6890700,14.0081200
B8941,50.6812575,14.0337043
B8942,50.6761664,14.0439953
B8943,50.6667216,14.0142934
B8944,50.6691528,14.0956368
B8945,50.6737294,14.0493854
B8946,50.6703737,14.0656129
B8947,50.6621042,14.0409173
B8948,50.6479125,14.0556877
B8949,50.5061100,14.0529600
B8950,50.4247263,14.2392385
B8951,50.1754214,14.1073388
B8952,50.2335734,14.0801380
B8953,50.2365467,14.2922186
B8954,50.1453063,14.1018762
B8955,50.1754505,14.1074156
B8956,51.0808712,17.0386484
B8957,51.0807981,17.0386899
B8958,50.0161700,14.5858800
B8959,50.0072061,14.5757885
B8960,50.0447700,14.3214700
B8961,50.0827317,14.2507896
B8962,50.0596668,14.2906741
B8963,50.1269038,14.1194207
B8964,50.1320700,14.1115300
B8965,50.0906793,14.3086912
B8966,50.0906449,14.3087094
B8967,50.0905829,14.3087368
B8968,50.0907900,14.3086900
B8969,50.0784553,14.3304557
B8970,50.0784798,14.3303742
B8971,50.0785075,14.3302686
B8972,50.0755348,14.3243954
B8973,50.0415217,14.3251315
B8974,50.0830970,14.3173114
B8975,49.9491045,14.0372432
B8976,49.9974686,14.1607851
B8977,49.6700490,13.9952198
B8978,49.6700708,13.9952206
B8979,49.9532436,14.0341709
B8980,49.6557574,13.9942967
B8981,50.2463615,18.9952912
B8982,50.2463745,18.9954452
B8983,50.0391616,15.8019015
B8984,51.0772602,17.0472373
B8985,51.0776832,17.0470171
B8986,50.4394691,16.6617405
B8987,49.9481325,14.0369019
B8988,50.3022536,16.8757239
B8989,50.0342049,15.8054768
B8990,49.2222390,16.6427778
B8991,49.1955968,16.6237173
B8992,50.2794677,18.9467382
B8993,50.2794111,18.9468638
B8994,49.3030701,14.1491720
B8995,49.9914488,14.2169993
B8996,50.1952064,14.3539337
B8997,50.1952220,14.3539730
B8998,50.2542649,14.5201509
B8999,50.3926842,14.4513586
B9000,50.3926423,14.4511037
B9001,50.2984290,14.4703445
B9002,50.0981973,14.3588976
B9003,50.1007454,14.3645339
B9004,50.0875866,14.3454739
B9005,50.0973783,14.3600020
B9006,50.0878457,14.3532617
B9007,50.0640252,14.3980799
B9008,50.0640066,14.3981389
B9009,50.0639911,14.3981979
B9010,50.0639688,14.3982670
B9011,50.0640429,14.3980215
B9012,50.1318493,14.4538953
B9013,50.0627110,14.3829987
B9014,50.0512054,14.3628500
B9015,49.9643347,14.3637572
B9016,50.0642544,14.3865967
B9017,50.0642158,14.3865222
B9018,50.0642900,14.3866600
B9019,50.0348200,14.3763800
B9020,50.1233238,14.4531504
B9021,50.1020100,14.4560256
B9022,50.1264286,14.4726952
B9023,50.0936200,14.4890000
B9024,50.0966855,14.4629300
B9025,50.0967002,14.4629989
B9026,50.0653150,14.4329704
B9027,50.1086037,14.4926571
B9028,50.0480047,14.4351047
B9029,50.0129000,14.4822300
B9030,50.0655576,14.4409429
B9031,50.0100543,14.4680346
B9032,50.0438293,14.4923359
B9033,50.0086957,14.4644659
B9034,50.0074970,14.4631326
B9035,49.9877100,14.4449348
B9036,50.2001001,15.8458003
B9037,50.1423193,14.5077503
B9038,50.1377078,14.5170366
B9039,50.0368739,15.7968465
B9040,50.3918301,18.8786836
B9041,50.3950183,18.8874496
B9042,50.3949941,18.8874356
B9043,49.1910421,16.6127809
B9044,50.0068044,14.4179178
B9045,50.1609961,14.3867623
B9046,50.1609510,14.3867368
B9047,50.1608320,14.3867315
B9048,50.1073038,14.4015071
B9049,50.1072808,14.4015138
B9050,50.1073309,14.4015352
B9051,50.1903165,14.4940176
B9052,50.0582447,14.2800954
B9053,50.0654022,14.3102542
B9054,50.1111828,14.3254579
B9055,50.1354000,14.4338400
B9056,50.0860013,14.5624537
B9057,50.1083800,14.5002400
B9058,50.0937440,14.5422419
B9059,50.0937140,14.5422513
B9060,50.0856929,14.5118557
B9061,50.0928647,14.5094560
B9062,50.0563750,14.5372473
B9063,50.0472831,14.5584238
B9064,50.0452133,14.5129228
B9065,50.0329526,14.5324337
B9066,50.0329603,14.5325055
B9067,50.0324230,14.5011210
B9068,50.1458056,14.6126305
B9069,50.0335400,14.5277418
B9070,49.9968584,14.5170566
B9071,49.9967791,14.5170211
B9072,49.9968129,14.5170041
B9073,49.9424554,14.5164087
B9074,50.6734787,14.1063452
B9075,50.6722764,14.0549795
B9076,50.4068837,14.0484689
B9077,50.6606836,14.0330341
B9078,49.9575039,14.0594585
B9079,50.9435265,14.5564062
B9080,50.7803120,14.6260595
B9081,50.6854385,14.5411300
B9082,50.6914300,14.5477600
B9083,50.7532662,14.5513341
B9084,50.6962538,14.5324967
B9085,50.6789888,14.5346111
B9086,50.6885000,14.5357900
B9087,50.6860200,14.6447600
B9088,50.6853860,14.6507516
B9089,50.1109637,14.6106966
B9090,50.1110272,14.6107085
B9091,50.1111802,14.6125230
B9092,50.1119600,14.6177200
B9093,48.9705929,14.4841726
B9094,48.9968611,14.4897698
B9095,50.7835567,15.0642993
B9096,50.7716947,15.0491336
B9097,50.7405889,15.1666616
B9098,50.7242271,15.1683602
B9099,50.7370569,15.0643631
B9100,50.7446976,15.0966276
B9101,50.7433500,15.1538300
B9102,50.7402466,15.1644515
B9103,50.7296249,15.1808947
B9104,50.7371791,15.2473226
B9105,50.7372112,15.2472997
B9106,50.6997770,14.8055134
B9107,50.5059497,14.7957975
B9108,50.4122896,14.9325082
B9109,50.1915137,14.8472900
B9110,50.1098647,14.6784897
B9111,50.1366209,14.9844821
B9112,49.9317230,14.7143898
B9113,50.0719586,14.7068581
B9114,49.9918959,14.8567311
B9115,49.7850139,14.6842220
B9116,49.7790457,14.6891687
B9117,50.1857656,15.0404736
B9118,50.1857540,15.0404312
B9119,50.1935217,15.0378650
B9120,50.5881479,15.1598846
B9121,49.9617100,15.2820800
B9122,49.9509641,15.2758692
B9123,50.1528301,15.1317443
B9124,49.4351122,15.2352455
B9125,49.4283936,15.2242296
B9126,49.1327700,14.9973771
B9127,49.1416223,15.0205037
B9128,49.1378465,15.0224701
B9129,49.1427725,15.0229840
B9130,51.0707001,17.0002916
B9131,49.5754140,17.2945918
B9132,50.4439066,15.3465095
B9133,50.6023994,15.3327266
B9134,50.2359400,15.4909600
B9135,50.0362155,15.5509756
B9136,49.4020024,15.5837738
B9137,49.3940713,15.5766412
B9138,49.6047499,15.5828592
B9139,49.6046861,15.5828512
B9140,49.6046509,15.5828438
B9141,49.3967530,15.6104480
B9142,50.5678711,15.9008827
B9143,50.5670143,15.9165216
B9144,50.3449540,15.9070859
B9145,50.2323603,15.8203073
B9146,50.2279560,15.8406749
B9147,50.2192655,15.8029338
B9148,50.2206500,15.8454900
B9149,50.2206443,15.8586713
B9150,50.2203931,15.7975511
B9151,50.2149838,15.8184105
B9152,50.2005027,15.8093313
B9153,50.2098182,15.8149094
B9154,50.2078254,15.7995611
B9155,50.2027510,15.8205859
B9156,50.2003108,15.8165413
B9157,50.1983191,15.8121458
B9158,50.0755955,15.6798197
B9159,50.0755555,15.6798502
B9160,50.1853406,15.8341885
